Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
-2.13,8Bit,-25.47,-36.70,0.711342,4126,1044137,1467841,8BIT
-4.81,AmberCoin,-18.82,12.12,0.023856,901,1042508,43699481,AMBER
-3.65,Newbium,126.03,167.66,0.020840,800,1041985,50000000,NEWB
-0.59,Dashcoin,-18.63,-17.52,0.058610,4351,1030062,17574970,DSH
-0.45,HiCoin,-3.00,-22.24,0.005421,21122,1028452,189729990,XHI
-2.97,SuperCoin,-24.50,-32.55,0.021147,42719,1012913,47899321,SUPER
4.87,Unity Ingot,-14.32,-0.78,0.004992,12171,1008479,202000000,UNY
-5.13,Rimbit,-28.73,-66.44,0.008720,144633,1007202,115499623,RBT
-2.16,KushCoin,-1.45,-42.59,0.183896,2211,1006117,5471120,KUSH
-4.93,Signatum,-22.12,-29.25,0.009300,2823,1004137,107972766,SIGT
3.73,Cryptojacks,-15.60,-72.58,0.002410,68159,979903,406568581,CJ
-4.17,OctoCoin,-23.43,-40.34,0.018925,7079,975116,51526095,888
-4.30,Zlancer,-35.73,-53.00,0.484603,12802,972896,2007615,ZCG
-19.86,Colossuscoin V2,-32.40,-34.24,0.000404,672,953774,2358819009,CV2
-3.63,Giga Watt Token,-32.37,-43.59,1.06,48677,952191,900000,WTT
-7.17,Joulecoin,-17.27,-48.14,0.026915,5307,936222,34785027,XJO
-6.55,Phoenixcoin,-9.69,-52.60,0.014556,17928,923805,63463815,PXC
-2.87,Prototanium,-0.50,-31.87,4.66,1516,914496,196169,PR
8.62,Onix,-10.70,-42.35,0.032858,16128,901401,27432814,ONX
-1.06,Pakcoin,-24.57,-50.89,0.019058,5484,894249,46922000,PAK
-21.29,RedCoin,-19.04,-40.59,0.011827,6974,876481,74107896,RED
-6.40,Sterlingcoin,10.11,-26.85,0.206059,5089,870461,4224327,SLG
-9.16,GoldReserve,-22.43,-23.33,0.050644,593,869627,17171382,XGR
-1.60,Ethereum Dark,-22.28,28.58,0.572121,231931,858182,1500000,ETHD
0.15,Chronos,-11.90,-1.38,0.011609,4901,855894,73729962,CRX
-4.28,BlockPay,-22.81,-58.51,0.156479,2653,849415,5428300,BLOCKPAY
-2.53,Link Platform,-64.50,-42.72,50.97,1533,836697,16415,LNK
-2.50,CannaCoin,-11.29,-41.66,0.177608,787,834843,4700483,CCN
-1.21,Argentum,-16.66,17.79,0.092634,14659,816326,8812330,ARG
-4.41,Sovereign Hero,1.06,-13.72,170.62,200419,814345,4773,HERO
-13.75,Opal,-42.13,-57.40,0.053748,5313,814002,15144795,OPAL
-14.55,PayCoin,-3.20,-38.63,0.067765,2067,802423,11841310,XPY
-2.72,Darsek,-11.01,-11.53,0.048016,779,787818,16407466,KED
-0.36,Mineum,-24.70,-31.76,0.083123,818,784375,9436367,MNM
-11.55,UniCoin,-25.35,-33.05,0.262217,3220,781414,2980028,UNIC
-0.73,FUNCoin,-34.18,73.61,0.131661,11130,770030,5848581,FUNC
-11.01,Bitz,59.90,68.14,0.384127,764,764755,1990891,BITZ
-6.53,Tigercoin,-25.35,-32.62,0.017488,1241,761367,,TGC
-10.90,BitTokens,-5.10,-31.50,1.32,4237,756129,573120,BXT
-2.75,ChanCoin,-12.93,-35.14,0.104826,11948,751206,7166214,CHAN
-5.40,Bitcoin Fast,-36.73,-30.75,0.136769,11457,740164,5411780,BCF
-2.87,Grimcoin,-35.21,-42.68,0.018195,597,739023,40615721,GRIM
16.86,iCoin,-9.53,9.99,0.024362,1665,714546,29330731,ICN
-2.72,Jin Coin,-9.38,37.99,0.070760,3243,704808,9960524,JIN
-2.83,DigitalDevelo...,-1.64,-46.32,0.137609,4245,704325,5118307,DDF
-3.74,TagCoin,-9.75,-28.10,0.114546,5801,696325,6078999,TAG
-7.45,Pioneer Coin,-22.41,-48.08,0.404546,20993,682677,1687513,PCOIN
-10.46,Dix Asset,-48.73,-52.93,0.000007,18856,677884,100000000000,DIX
-1.66,RouletteToken,-15.93,-12.90,0.065213,17575,666296,10217226,RLT
2.30,Litecoin Plus,-18.53,-42.87,0.731458,9034,662064,905130,LCP
-10.19,Coin(O),-25.53,-46.85,0.006267,2676,659174,105176203,CNO
-7.62,EOT Token,-18.47,-40.18,0.035879,30666,654548,18242997,EOT
-19.60,ZoZoCoin,-0.87,-17.11,1.21,52919,650721,536310,ZZC
-7.03,Evil Coin,-24.10,-40.24,0.030726,8563,645879,21020383,EVIL
-6.53,Coin2.1,-34.20,-41.15,0.008226,5471,643676,78245975,C2
-2.72,RevolverCoin,-15.96,-36.62,0.028304,1835,635221,22442716,XRE
-10.98,Helleniccoin,-19.07,-0.74,0.009586,2071,620423,64720380,HNC
-2.75,Bitcoin Planet,-6.95,12.02,0.104119,606,620390,5958471,BTPL
-4.32,Bit20,-28.99,-4.49,608332,4156,618065,1.016,BTWTY
12.59,SoonCoin,3.74,-48.84,0.049330,2261,614780,12462620,SOON
-1.67,Independent M...,-43.49,0.72,0.113537,12927,609573,5368934,IMS
-3.15,SixEleven,31.53,-43.95,1.40,35747,608080,435379,611
-3.46,BTSR,-15.76,-32.71,0.181258,2961,595299,3284266,BTSR
-7.97,C-Bit,-28.76,-59.55,0.003768,5892,593955,157625875,XCT
-10.50,Eurocoin,-18.78,-46.40,0.047258,1260,586777,12416554,EUC
-1.20,ParallelCoin,-15.88,-44.26,1.86,624,582658,313997,DUO
-3.02,BROTHER,2.69,-43.75,0.003629,4467,580603,160000000,BRAT
-2.80,Fujinto,-18.64,-54.41,0.008735,10429,574801,65802448,NTO
-7.42,BitCoal,-21.80,-58.42,0.127469,8260,573611,4500000,COAL
-4.28,Senderon,0.29,-56.02,0.013430,14840,572006,42592901,SDRN
-18.14,Coinonat,146.96,6.31,0.065796,229620,567373,8623200,CXT
-3.47,Kayicoin,-12.85,-39.86,0.001988,11148,565333,284345719,KAYI
-6.00,Swing,-10.01,-46.14,0.191038,2137,555708,2908887,SWING
-0.68,Flycoin,-9.78,32.78,2.63,1894,554024,210806,FLY
-1.43,BERNcash,-12.69,-52.32,0.007761,959,552867,71234301,BERN
-10.05,ChessCoin,-29.64,-39.29,0.010033,6232,542095,54032769,CHESS
4.43,Dalecoin,-21.56,-33.60,1.17,5949,539341,459217,DALC
-2.84,GameUnits,-10.24,-11.45,0.153631,859,533558,3472983,UNITS
-2.75,LiteBar,-35.11,-57.48,0.628653,680,532597,847204,LTB
-2.82,eBitcoinCash,-23.80,-57.96,0.057168,2521,530837,9285500,EBCH
1.23,SongCoin,34.38,100.28,0.016282,123205,530225,32565300,SONG
9.91,YENTEN,-17.56,-72.41,0.202071,2549,528704,2616428,YTN
-4.16,Mincoin,-40.58,-60.03,0.127144,1586,526649,4142147,MNC
-8.28,Zurcoin,-8.24,-11.08,0.005964,1646,522769,87653034,ZUR
-6.57,Ratecoin,-43.77,-58.71,0.004425,2870,517885,117037025,XRA
-3.10,Prime-XI,-12.21,-62.59,0.027799,3154,515341,18538325,PXI
0.00,Marijuanacoin,-21.57,-41.91,0.315186,1427,514258,1631601,MAR
-9.23,Grantcoin,-2.19,-32.46,0.011720,513,510257,43538001,GRT
-2.75,Gapcoin,-18.59,-50.50,0.041243,1248,508245,12323162,GAP
11.03,Sativacoin,-2.47,-30.63,0.071680,2492,508094,7088332,STV
-2.72,LiteBitcoin,-21.00,-51.48,0.017466,22664,505478,28940333,LBTC
-3.39,bitBTC,-4.17,-31.22,10837.60,127059,503012,46.4136,BITBTC
-6.55,Bolivarcoin,-9.64,-42.91,0.056875,9266,500036,8791775,BOLI
-12.32,PayCon,-56.60,-17.45,0.021553,3908,496649,23042604,CON
-4.04,SecureCoin,-38.36,-36.20,0.058797,13477,492974,8384346,SRC
-29.18,Dollarcoin,-67.89,166.29,0.053272,3028,485136,9106714,DLC
-2.75,Emerald Crypto,-21.64,-55.31,0.025271,643,483119,19117129,EMD
-2.91,Marscoin,-20.87,-56.63,0.017084,2269,483106,28279074,MARS
-2.73,GlobalBoost-Y,-11.42,-45.09,0.035228,3662,476158,13516361,BSTY
-2.69,BitAsean,-33.96,-9.06,0.095030,4747,475152,5000000,BAS
-12.88,BigUp,-72.41,-85.10,0.000213,7890,454682,2130783907,BIGUP
-32.18,VoteCoin,-13.42,-51.44,0.027596,1843,454642,16474625,VOT
-0.83,AquariusCoin,-8.14,-60.66,0.291724,2381,452396,1550766,ARCO
-2.71,Trident Group,-21.49,-67.78,0.606819,1101,452155,745124,TRDT
-3.63,ETHGAS,-44.65,-60.32,0.042903,3468,435792,10157540,EGAS
-6.83,bitSilver,18.01,-0.36,19.32,258027,432751,22400,BITSILVER
-11.68,Cannation,-41.03,-32.13,0.174709,41611,432735,2476893,CNNC
1.16,SpaceCoin,-31.59,-61.81,0.019933,2818,425411,21342032,SPACE
2.80,Kronecoin,-21.16,-28.18,0.094717,7665,418580,4419242,KRONE
-7.69,Catcoin,-23.86,-51.79,0.066616,1419,417940,6273900,CAT
-2.87,Hexx,-25.58,-57.28,0.273578,5992,412630,1508270,HXX
-2.85,Motocoin,-43.57,-54.72,0.021916,13220,404178,18442246,MOTO
-5.22,Mao Zedong,-19.54,-15.61,0.064493,537,402163,6235785,MAO
4.96,Gold Pressed ...,-13.45,-9.15,1.56,3572,399161,256527,GPL
-2.79,RonPaulCoin,-18.65,2.86,0.441142,3067,398370,903043,RPC
9.27,Eryllium,24.67,-37.46,0.070749,23541,397349,5616315,ERY
-4.12,Evotion,-19.30,-10.22,0.123852,1050,397320,3208020,EVO
17.72,GlobalToken,-15.21,-44.81,0.014140,3129,395504,27971200,GLT
0.00,BriaCoin,-13.17,,0.600000,1442,391832,653053,BRIA
-3.53,Honey,-22.78,-56.93,0.999701,2455,391804,391921,HONEY
-6.62,GoldPieces,27.90,-2.51,0.312935,4396,381831,1220161,GP
-13.78,ICOBID,-3.50,-54.72,0.003437,2658,367917,107048455,ICOB
-3.57,EagleCoin,-7.58,-36.41,0.172390,7545,360885,2093421,EAGLE
-2.10,CacheCoin,-19.21,-22.79,0.084900,7400,356167,4195132,CACH
0.55,Creatio,5.69,-28.25,0.017094,1695,350772,20520514,XCRE
-5.24,bitGold,10.62,-1.90,1386.96,373963,347274,250,BITGOLD
-16.97,QuazarCoin,-25Percent_1h,Name,Percent_24h,Percent_7d,Price,Volume,MarketCap,CirculatingSupply,Symbol
-3.43,Bitcoin,-16.54,-29.79,10022.20,15620100000,168457016191,16808387,BTC
-4.68,Ethereum,-23.53,-36.17,847.96,6649000000,82283015929,97036664,ETH
-5.37,Ripple,-27.86,-48.45,1.00,5040570000,38858459371,38739142811,XRP
-4.87,Bitcoin Cash,-21.71,-39.72,1545.61,1286290000,26146485446,16916613,BCH
-3.55,Cardano,-24.02,-33.79,0.492037,1181270000,12757078006,25927070538,ADA
-5.19,Litecoin,-22.23,-35.11,157.76,1152830000,8644654580,54796933,LTC
-6.83,NEO,-30.34,-12.01,106.07,1052610000,6894290000,65000000,NEO
-5.57,NEM,-32.82,-47.03,0.761370,140194000,6852329999,8999999999,XEM
-5.54,Stellar,-26.86,-34.37,0.354646,347962000,6344906135,17890815448,XLM
-6.54,IOTA,-27.22,-37.55,2.18,209443000,6060070900,2779530283,MIOTA
-2.54,Dash,-17.67,-35.91,687.95,190943000,5382121653,7823477,DASH
-4.54,EOS,-21.17,-10.96,8.73,1254050000,5319215155,609407007,EOS
-3.66,Monero,-20.18,-29.16,277.85,181712000,4338015588,15612965,XMR
0.58,TRON,-9.17,-52.24,0.052906,647329000,3478487021,65748192475,TRX
-5.87,Bitcoin Gold,-26.24,-30.73,160.90,305030000,2698182778,16769836,BTG
-3.94,Ethereum Classic,-24.59,-33.34,24.99,535019000,2478316204,99183827,ETC
-3.73,Qtum,-26.64,-40.01,31.10,839172000,2295738479,73814160,QTUM
-5.80,ICON,-25.44,-46.22,5.92,75034100,2250839339,380045004,ICX
-4.90,Lisk,-26.87,-39.41,17.46,89783700,2045000179,117094688,LSK
-5.72,RaiBlocks,-20.90,-52.53,13.38,19363300,1782968708,133248289,XRB
0.28,Tether,0.29,1.99,1.03,4783680000,1658899074,1618090823,USDT
-3.62,OmiseGO,-25.49,-39.35,13.95,90175500,1423779316,102042552,OMG
-3.89,Siacoin,3.68,-33.11,0.044575,196536000,1399486355,31396146174,SC
-1.97,Zcash,-16.18,-32.79,446.96,175891000,1375160171,3076669,ZEC
-3.55,Ardor,-27.37,-14.59,1.29,3749170,1283724341,998999495,ARDR
-5.35,Populous,-14.11,-35.43,32.83,3048010,1214931013,37004027,PPT
-4.99,Stratis,-23.07,-34.29,12.16,47813000,1200341998,98704218,STRAT
-5.96,VeChain,-20.28,-21.00,4.02,148387000,1115535254,277162633,VEN
-5.58,Binance Coin,-25.81,-31.85,11.08,205051000,1097025613,99014000,BNB
-5.36,Verge,-25.65,-58.64,0.069614,103284000,1021398943,14672299762,XVG
-6.93,Bytecoin,-22.59,-48.90,0.005527,9520140,1015207400,183668162334,BCN
-2.91,Status,-26.47,-36.83,0.244875,1041010000,849834718,3470483788,SNT
-4.94,KuCoin Shares,-23.94,-51.46,8.58,10733600,780959312,91043076,KCS
-4.43,Steem,-26.28,-39.79,3.16,22354900,779205625,246960752,STEEM
-2.51,BitShares,-26.16,-51.83,0.292778,98131400,763327874,2607190000,BTS
-12.54,Waves,-18.53,-42.72,7.03,66821600,703343000,100000000,WAVES
-3.99,Dogecoin,-22.73,-50.94,0.006202,53506900,699574585,112802770929,DOGE
-3.48,0x,-12.50,-34.47,1.32,39735100,655030801,495140145,ZRX
-3.45,SmartCash,5.38,199.60,1.03,1261210,617844777,597962523,SMART
-5.15,Dragonchain,-13.96,-43.50,2.58,6312550,615841487,238421940,DRGN
-4.81,Electroneum,-20.75,-33.73,0.099533,6841930,584371046,5871140424,ETN
-3.06,Augur,-29.27,-36.38,52.94,20014000,582308100,11000000,REP
-5.77,Veritaseum,-23.16,-45.44,253.34,460465,515971902,2036645,VERI
-5.50,DigiByte,-20.88,-51.24,0.051559,28575900,500628590,9709819631,DGB
-4.23,Komodo,-26.43,-41.75,4.71,10468000,489607513,104005845,KMD
-2.22,Ark,-19.07,-49.17,4.97,9595680,487319714,97981284,ARK
-5.09,SALT,-24.17,-47.94,6.82,14687500,484911145,71105824,SALT
-1.59,Dentacoin,-18.96,-63.63,0.001474,2791790,479427935,325190215376,DCN
-6.67,QASH,-23.32,-21.88,1.37,27874700,479013500,350000000,QASH
-2.70,Decred,-19.33,-34.70,71.91,3914010,472694945,6573589,DCR
-4.85,Golem,-25.82,-42.06,0.549952,15577900,458804055,834262000,GNT
-5.75,Gas,-37.27,-17.05,46.20,36666000,439966756,9522966,GAS
-6.74,PIVX,-16.17,-35.01,7.88,8813600,436505755,55377546,PIVX
-5.11,Ethos,-10.71,-35.55,5.65,13924600,426190318,75405089,ETHOS
-4.62,RChain,-16.82,-31.87,1.71,991205,416878889,244020001,RHOC
-3.55,WAX,-24.27,-57.56,0.838244,6311830,413216183,492954537,WAX
-6.38,Walton,-24.21,-7.57,16.42,39130200,408937635,24898178,WTC
-3.31,Hshare,-26.94,-51.64,9.49,104473000,403279240,42508526,HSR
-0.73,Byteball Bytes,-20.22,-12.81,622.73,1807140,401796548,645222,GBYTE
-5.65,Loopring,-25.90,-58.86,0.708515,10379000,397595531,561167415,LRC
-7.64,Basic Attenti...,-22.32,-49.80,0.393383,20064400,393383000,1000000000,BAT
-0.38,Dent,-9.33,-57.90,0.035602,31730700,377903535,10614760961,DENT
-4.40,Kyber Network,-23.36,-48.42,2.61,17586800,349616875,134132697,KNC
-3.12,Nexus,3.19,-37.03,6.12,4029930,336800045,55063188,NXS
-2.80,Factom,-22.88,-40.29,38.40,18178600,335811917,8745102,FCT
-5.69,Aion,-17.56,-50.89,4.63,7800460,329483059,71124551,AION
-10.58,ZClassic,-32.02,-37.14,105.15,20218600,327239324,3112238,ZCL
-7.16,FunFair,-22.58,-52.57,0.073131,15960600,323169939,4419085589,FUN
-11.14,Neblio,-5.12,-38.95,24.47,119684000,311500813,12730687,NEBL
-2.47,Aeternity,-15.05,-40.87,1.33,2558070,308759116,233020472,AE
-3.82,MonaCoin,-28.83,-34.84,5.26,9474600,298936536,56780550,MONA
-2.87,DigixDAO,-10.14,-33.16,144.26,10497500,288518000,2000000,DGD
-2.74,MaidSafeCoin,-23.53,-41.00,0.623119,6328640,281994006,452552412,MAID
-4.54,Bytom,-28.31,-48.33,0.285394,36468000,281683878,987000000,BTM
-1.70,GXShares,-21.60,-35.91,4.66,7784550,279303600,60000000,GXS
-3.44,Syscoin,-22.49,-36.74,0.520341,7873460,275940597,530307236,SYS
-2.68,aelf,-9.42,-45.14,1.10,76229700,275850000,250000000,ELF
-2.20,Kin,-19.31,-59.79,0.000356,906260,269368829,756097560976,KIN
-3.78,Power Ledger,-24.94,-49.33,0.741041,39676100,267235392,360621601,POWR
-5.16,ReddCoin,-21.56,-54.06,0.009233,13390900,265215689,28724197888,RDD
-5.49,Request Network,-26.41,-50.89,0.412360,18176400,264341289,641044935,REQ
-2.69,ZCoin,-11.48,-30.19,67.57,6998220,263422640,3898567,XZC
-3.72,Nxt,-21.33,-41.94,0.262198,18956800,261935787,998999942,NXT
-6.10,Substratum,-24.25,-56.24,1.12,11870800,252162054,226091449,SUB
-3.66,Experience Po...,-29.44,-60.08,0.001189,2694770,251154246,211151579313,XP
-3.08,Particl,-18.00,-0.22,27.82,900970,245871818,8839350,PART
-4.18,MediBloc,-20.15,-65.15,0.080344,13036500,238332054,2966384100,MED
-5.82,GameCredits,-27.52,-37.12,3.70,8970940,238033071,64355352,GAME
-3.87,Cryptonex,-11.27,3.71,5.26,202477,237071185,45069025,CNX
-6.26,Quantstamp,-4.58,-37.83,0.379925,36027900,234533086,617314171,QSP
-4.79,Enigma,-28.44,-57.10,3.12,13885200,233669209,74836171,ENG
-2.86,Bitcore,-8.77,-4.51,21.58,1452310,232169285,10756446,BTX
-2.42,Bancor,-23.81,-42.65,5.67,9452750,231107970,40772871,BNT
-3.12,Nebulas,-22.21,-54.86,6.41,22734700,227456665,35500000,NAS
-3.68,DigitalNote,-6.74,-42.78,0.032891,40573900,226760319,6894192090,XDN
-1.85,Emercoin,-15.52,4.50,5.38,2185690,221884952,41205640,EMC
-2.53,TenX,-23.39,-40.77,2.10,14153400,220179138,104661310,PAY
-3.05,Iconomi,-23.52,-52.35,2.15,6786250,214496977,99788314,ICN
-4.04,Civic,-20.08,-38.97,0.624448,19761400,213998308,342699966,CVC
-2.00,BitcoinDark,-14.51,-54.34,161.61,259991,208289151,,BTCD
-5.06,ChainLink,-22.28,-49.08,0.588814,5898830,206084900,350000000,LINK
-2.57,Skycoin,-15.35,-28.45,28.02,432062,201429688,7187500,SKY
-6.65,Gnosis,-26.61,-52.92,180.89,4151180,199809285,1104590,GNO
-3.67,Raiden Networ...,-20.95,-50.48,3.85,14576500,193226859,50148936,RDN
8.00,DEW,-4.23,-3.92,1.84,1953710,189503312,103244553,DEW
-0.11,PACcoin,-7.96,-45.61,0.000074,680595,189345191,2568973866070,PAC
-5.09,XPlay,-29.65,-29.23,0.188980,420700,188980000,1000000000,XPA
-2.31,Pillar,-17.17,-43.26,0.741197,443681,168536932,227384800,PLR
-3.95,NAV Coin,-23.73,-25.11,2.56,5962640,159232395,62308708,NAV
-2.38,Blocknet,-18.69,-33.31,31.86,290354,158491801,4974648,BLOCK
-1.66,Bibox Token,-24.53,-46.53,1.18,17675700,155837146,131520349,BIX
-8.73,BridgeCoin,-23.75,-26.98,5.73,349800,154738080,27000000,BCO
-2.69,Vertcoin,-23.39,-42.00,3.56,6003760,151496560,42521650,VTC
-2.18,Cobinhood,-36.70,-67.95,0.438682,1625190,151012908,344242318,COB
-0.38,PayPie,-25.57,-40.23,1.82,100769,149933025,82500000,PPP
-8.04,Po.et,-13.90,-51.16,0.067671,20594400,148645347,2196601583,POE
-1.41,Edgeless,-16.90,-25.14,1.77,10339200,145149708,82046276,EDG
-0.60,SIRIN LABS Token,-18.98,-32.62,1.47,6750990,145096696,98939459,SRN
-3.04,Storj,-23.29,-56.85,1.07,10180800,142419952,133178683,STORJ
1.19,BLOCKv,-35.56,-62.11,0.090544,5283490,135360673,1494971209,VEE
-2.80,Revain,-20.04,-37.88,0.726499,1753770,134002741,184450000,R
-5.40,AirSwap,-6.03,-46.49,0.891882,10771200,133782300,150000000,AST
-5.24,iExec RLC,-25.99,-20.95,1.66,3468020,131463101,79070793,RLC
-4.28,Enjin Coin,-18.33,-47.56,0.173055,7335190,130862899,756192535,ENJ
-2.61,Ubiq,-19.33,-38.48,3.33,1083000,130652877,39220258,UBQ
-3.11,XTRABYTES,-16.73,-50.24,0.302122,635972,129912460,430000000,XBY
-0.78,Storm,-32.50,-68.22,0.052889,3001630,128949614,2438108603,STORM
-3.72,Monaco,-27.61,-38.83,9.70,13111900,127997683,13195542,MCO
-3.51,Time New Bank,-17.23,-64.55,0.078445,18452300,127992613,1631622325,TNB
-4.97,Dynamic Tradi...,-10.87,-35.81,0.127824,362355,127755766,999466187,DTR
-3.03,Red Pulse,-29.56,-61.35,0.229213,3926250,124542540,543348500,RPX
-7.97,WaBi,-11.35,-47.92,2.70,15553500,122309505,45248033,WABI
-1.90,Achain,-14.02,-66.80,0.405334,12210900,121600200,300000000,ACT
-8.64,ETHLend,-22.53,-60.65,0.119547,15068300,121597737,1017154231,LEND
-7.16,AppCoins,-23.07,-64.92,1.20,25167500,120161226,100054312,APPC
-6.86,DeepBrain Chain,-22.70,-72.95,0.132625,9664220,119362500,900000000,DBC
-5.39,Quantum Resis...,-30.03,-32.16,2.29,8698310,118900080,52000000,QRL
-6.20,UTRUST,4.82,-50.84,0.581517,5759330,118679425,204085908,UTK
-0.31,Santiment Net...,-41.50,-72.61,1.88,18293200,117804630,62660371,SAN
-6.25,INS Ecosystem,-29.86,,4.16,10481000,115613501,27818188,INS
-3.09,Ripio Credit ...,-17.76,-50.85,0.228874,17051000,112155815,490033009,RCN
-8.96,Simple Token,-25.45,-57.56,0.433420,8211350,111510370,257280167,OST
-5.04,SpankChain,-14.01,-36.70,0.369719,1369810,110931741,300043386,SPANK
-5.83,VIBE,-19.83,-70.53,0.615355,10468900,110566361,179678984,VIBE
6.99,Counterparty,-13.31,-40.56,42.01,3831660,109966675,2617394,XCP
-3.25,Peercoin,-28.06,-32.14,4.45,3952470,109429728,24582498,PPC
-6.01,SingularDTV,-28.82,-44.60,0.175217,2220190,105130200,600000000,SNGLS
-1.60,Decentraland,-4.38,-52.27,0.102135,23873200,105116413,1029190905,MANA
-5.51,ZenCash,-17.04,-42.63,34.59,1778790,104365563,3016913,ZEN
-8.10,SuperNET,-13.97,26.85,126.60,3351,103311662,816061,UNITY
-4.16,BitBay,-24.55,-54.44,0.100568,4562590,101485281,1009121006,BAY
-3.29,SONM,-26.91,-49.09,0.277736,3452560,99873866,359600000,SNM
-2.96,Einsteinium,-23.95,-39.80,0.454256,18028300,98265213,216321222,EMC2
-3.48,Gulden,-27.40,-15.56,0.251204,2698230,98089510,390477500,NLG
-3.67,CyberMiles,-21.76,-53.80,0.216752,11952300,96088290,443309819,CMT
0.84,Etherparty,6.51,-38.95,0.196208,14684900,95189576,485146253,FUEL
-4.60,AdEx,-23.04,-45.35,1.58,8330050,94930258,60248315,ADX
-4.56,QLINK,-19.70,-61.20,0.394473,2399890,94673520,240000000,QLC
-4.29,Streamr DATAcoin,-26.06,-45.93,0.138014,3516830,93456803,677154514,DATA
-7.87,Aragon,-28.72,-41.96,3.43,1027670,91626938,26682510,ANT
-6.43,IoT Chain,-25.08,-50.14,2.30,14672600,87951908,38212215,ITC
-5.07,Unikoin Gold,-15.44,-55.15,0.647126,6383350,86880745,134256304,UKG
-4.01,Modum,-23.32,-51.95,4.75,2985870,86793128,18266200,MOD
-8.28,Wagerr,2.19,-46.83,0.473036,867280,86565588,183000000,WGR
-1.77,Viacoin,-17.13,-36.95,3.74,911383,85990152,22962610,VIA
-5.28,LBRY Credits,-26.72,-43.15,0.599521,3293310,85568695,142728437,LBC
-9.82,ATMChain,-28.36,-55.04,0.017163,103772,84875159,4945153858,ATM
-7.76,Triggers,-28.04,-40.14,2.63,8940830,84591134,32105578,TRIG
0.84,Decision Token,-19.83,-38.10,2.70,1291370,84589974,31301449,HST
-5.76,Cindicator,-18.96,-57.00,0.057913,7148360,83741565,1445976590,CND
-3.20,Burst,-13.12,-44.76,0.046491,8116690,83700319,1800339818,BURST
-4.41,Nuls,-13.63,-54.52,3.53,7482710,83109098,23564882,NULS
-2.93,Metaverse ETP,-20.21,-44.15,2.24,5156370,82993814,37016107,ETP
-2.82,MobileGo,-18.88,-47.13,0.844559,114916,82791170,98028877,MGO
-2.77,Wings,-19.27,-49.00,0.885578,4534190,79443726,89708333,WINGS
-1.07,district0x,-29.25,-53.39,0.130549,4407740,78329400,600000000,DNT
-4.96,Centra,-36.89,-53.23,1.15,7592590,78317640,68000000,CTR
0.08,CloakCoin,-12.29,-30.49,15.20,853496,76805015,5053693,CLOAK
-3.47,Hive,-16.52,22.76,0.200694,637699,75260250,375000000,HVN
-4.45,Oyster,-24.17,-66.73,1.19,1859380,75213620,63266926,PRL
-10.74,NAGA,-37.73,-46.24,1.27,1486230,73242139,57672338,NGC
-5.46,Ambrosus,-21.50,-55.61,0.504405,1854210,72932411,144590975,AMB
-6.03,Bread,-16.20,-50.35,1.21,10054700,72223974,59805881,BRD
-4.03,BitClave,-23.86,-48.95,0.146104,4629820,72045113,493108421,CAT
3.86,Asch,-18.23,-45.75,0.779833,1793650,71718417,91966379,XAS
-8.34,Lamden,-22.15,-57.43,0.503791,381597,71647004,142215728,TAU
-4.24,Rise,-20.83,-40.99,0.624009,2206280,70599879,113139200,RISE
-4.87,Lykke,-8.46,38.73,0.259893,281600,69138372,266026295,LKK
-3.10,Melon,-29.83,-47.78,115.11,819540,68996335,599400,MLN
-4.10,Agoras Tokens,-27.31,-44.48,1.63,239567,68581380,42000000,AGRS
-7.99,Eidoo,-26.01,-50.88,2.97,7855160,67180841,22620193,EDO
-5.89,I/O Coin,-16.78,-29.16,4.04,509979,66610147,16477749,IOC
-4.32,Metal,-24.95,-39.33,3.45,4737270,66575884,19300994,MTL
-4.09,FirstBlood,-25.70,-55.30,0.776514,3086370,66437273,85558371,1ST
-4.17,Tierion,-26.84,-49.20,0.154962,11021400,66398314,428481269,TNT
-6.59,HempCoin,-26.79,-55.36,0.285163,1865000,65724015,230478760,THC
-4.24,DECENT,-20.22,-51.21,1.27,814663,65315217,51306089,DCT
-7.35,Pura,-9.91,-39.21,0.370311,312168,63867621,172470223,PURA
-4.17,WeTrust,-15.16,-36.77,0.688390,774191,63433418,92147500,TRST
-3.63,Grid+,-3.85,-44.48,1.60,8128,62635172,39236491,GRID
-12.21,Gifto,-11.96,-41.68,0.391547,14561400,61810129,157861327,GTO
-2.58,Aeon,-19.18,-48.59,4.02,351756,61739674,15371090,AEON
8.75,Mooncoin,-9.24,-55.46,0.000265,192619,59249719,223304083065,MOON
3.32,iXledger,-19.98,-40.60,1.64,1361070,58662635,35778844,IXT
-7.46,Voxels,-31.96,-43.85,0.278771,10391300,58541910,210000000,VOX
-1.38,CoinDash,-17.91,-54.72,0.089233,3681030,58112564,651246670,CDT
-6.48,MinexCoin,-28.12,-18.16,19.26,83578,57789300,3000000,MNX
-9.27,Lunyr,-18.67,-55.10,25.13,3429270,57755618,2297853,LUN
-2.72,TokenCard,-14.67,-36.63,2.35,101653,57302715,24334326,TKN
-1.29,Shift,-25.04,-48.53,4.87,859117,56613223,11624128,SHIFT
-1.63,TaaS,-14.81,-35.83,6.94,537908,56556054,8146001,TAAS
-3.93,MediShares,-15.54,-30.89,0.105961,32477500,56440513,532653650,MDS
